userName;content;score;at
Anwar Anwar;baik;1;17/01/2024 04:04
Ariel Anha;bagus kali;5;17/01/2024 03:52
Fajar Gumilar;Aplikasi nya kacai ka gimana ga bisa masuk nih;1;17/01/2024 03:48
Sempak Holic;niatnya buat jualan pulsa. eh sekalinya isi saldo mau jualan malah saldo mobo ga muncul.;1;17/01/2024 03:47
Wee Hoo;Kbanyakan fitur, sering terjadi bug/error. Sinyal kek kntol,;1;17/01/2024 03:47
JS;Ok. sekarang sudah tidak puas lagi. Karena sampai sekarang sepertinya tidak ada upaya untuk masalah gangguan ini. sudah berbagai upaya saya lakukan. tapi sepertinya sistemnya bermasalah. MAU SAMPAI KAPAN APLIKASI GANGGUAN? TOLONG DONG DITINDAKLANJUTI JANGAN DIDIAMKAN SAJA;1;17/01/2024 03:38
marhamspdi spdimpd;thank you to accompany me;5;17/01/2024 03:38
Pengguna Google;Tambahkan sistem amankan pulsa seperti Telkomsel di app Im3;4;17/01/2024 03:30
Ernest Lie;good;5;17/01/2024 03:15
Cahaya Saputri;Gk usah di updet lagi pang;5;17/01/2024 03:14
imbo paat;ok;5;17/01/2024 03:11
Menolak Waras Tzy Jr;uang gw udah dikirim via dana, malah transaksi gagal anj. mana duitnya gak bisa balik;1;17/01/2024 03:11
Filzah as (jipii);keren sih tapi ngeleg min yaallah??;5;17/01/2024 03:05
Andres pertama;Ini gimana ini saya beli paket di apk IM3 melalui dana, tapi paketnya gagal masuk tapi saldo dana saya tetap dipotong, tolonglah dikembalikan uang saya itu atau paket nya diproses;1;17/01/2024 03:04
Febri;Alhamdulillah udah normal lagi harga paketnya, kemarin beberapa hari sempet kaget pas liat harganya yg naik 2x lipat.;5;17/01/2024 02:58
Rizky;baik;5;17/01/2024 02:53
chyndy seva;Jaringan nya ga jelas padahal udah beli paket ,tp gabisa buka apa apa lemot bgt astagfirullah bikin emosi;1;17/01/2024 02:51
Dedik Suharsono;Semakin di-update kinerja aplikasi semakin sering lag & lambat walau semakin banyak fiturnya selain itu ukuran data aplikasi yng menyita banyak memori gawai. Coba kalau aplikasi lebih sederhana & ukuran yang kompak, mungkin kinerja aplikasi akan sangat baik & banyak pengguna yang menginstal.;1;17/01/2024 02:49
Totok Wijayanto;ok;5;17/01/2024 02:48
Redmi 4x;terbaik;5;17/01/2024 02:48
Beban Lo;Keren jaringan erorr;5;17/01/2024 02:45
muhammad abit;makasih;1;17/01/2024 02:43
Lut Fi;Tambahkan fitur 'LOCK PULSA' kesel anjir tiap kali isi pulsa selalu kepalak pulsanya. Situ operator atau preman tiap hari kerjaannya malakin pulsa usernya;1;17/01/2024 02:39
ivan s;saya ingin Kouta;5;17/01/2024 02:37
Diki Diki;Kuota makin mahal jaringan makin busuk!!;1;17/01/2024 02:28
haykal Zunviqar;baik;5;17/01/2024 02:04
Fifit Ariyanto;apk nya sangat bagus;5;17/01/2024 02:04
Nur Asiah;Maaf apk gk bs digunakan, sudah 5 x di instal ulang tp tetap saja gk bisa berfungsi. Skrg cek kuota selalu di alihkan ke WA, sangat mengecewakan burukkkkkk sudah 1 bulan apk ini tdk berfungsi.;1;17/01/2024 02:02
Aisah Ian;jaringan bagus Karna ada tower baru d daerah ku desa cibanteng sukaresmi;5;17/01/2024 01:59
4. Aldi faktur rochman;good joob bangetttt;5;17/01/2024 01:58
Rofiq Hidayat;Kenapa kuota freedom 11GB masih sisa 8 hari berganti menjadi kuota darurat 700MB/Rp.4550 pulsa darurat.. Pdhl kartu aktif sampai juni 2024 tanpa ada notif langsung berganti tanpa sepengetahuan saya.. Sangat meresahkan;1;17/01/2024 01:50
Madani Dani;sangat manfaat;5;17/01/2024 01:36
Taufik Hidayat;baik;5;17/01/2024 01:36
banditz gaming;ok;5;17/01/2024 01:32
Alpariji;bagus;5;17/01/2024 01:27
Elvina;App nya lemot,misal kepencet panjat kuota udah dipencet keluar, gk mau jg malah ttp kebuka. Dan buat layanan whatsappnya payah bgt. Ada promo flash sale sblm pencet beli udah isi/nambah pulsa sesuai harga flashsale tp pas udh isi malah dibilang pulsa gk ckup dan promo tb2 ilang. Sdh sering begini. Jelek bgt;1;17/01/2024 01:19
Muhammad Sofyan Faiz;Pernah isi pulsa. Ga pernah d pake apapun tapi berkurang. Cek riwayat juga gada;1;17/01/2024 01:18
Epi 123;ok;5;17/01/2024 01:10
Aryanto 93;Gimana ini diperbarui malah ga bisa dibuka,bukannya semakin baik ??????.. lbh bagus versi lama. Kembalikan versi yang LAMAAAAA. ayo ndang dibenai appnya;1;17/01/2024 01:03
Ahmad Manikin;makin parah lag kacau, hari² gangguan jadi susah;1;17/01/2024 00:44
Dika rama Dani;Pulsa hilang sndri sblm didaftarin;1;17/01/2024 00:42
Agus Ramadan;Kpada pihak indosat tolong di perbaiki lgi jaringan internet nya klw abis ujan dan lgi ujan pasti elor sinyal ga ada;5;17/01/2024 00:41
Muhammad ariyan;baikk di Indonesia;5;17/01/2024 00:36
tii suparti;Lemot lelet sinyal susah;1;17/01/2024 00:34
Tirta Jaya;sangat baik;5;17/01/2024 00:29
Hantu Rimba 86;Az;5;17/01/2024 00:19
Danuarta Mobile;Makin apdet makin ga jelas;1;17/01/2024 00:12
Ipul Aja;baik;1;17/01/2024 00:08
Safa Isa;masih tahap awal;4;17/01/2024 00:04
LNJT 016;Sinyal macammm babi !!!!!!!;1;16/01/2024 23:58
Tomi Widayat;Uninstal;1;16/01/2024 23:56
IYAN GAMERS;"Pasang 2 nomor kadang"" salah satu nomornya suka logout sendiri. Tolong perbaikannya dong";4;16/01/2024 23:49
Siti Samsiyah;butuh paket perbulan yang harganya lebih murah, januari tahun 2024 malah hilang paket Rp. 20.000 = 13 GB (30 hari) nya, kenapa tahun 2024 malah jadi mahal mahal paketnya, jangan ikut ikutan mahal macam Telkomsel, MyIM3!!;2;16/01/2024 23:49
Wah Yudi;Mantap;5;16/01/2024 23:32
suyadi yadi;sinyal sangat baik/kuat;5;16/01/2024 23:31
Dian Rosawina Putri;Makin lama dipake kartunya makin mahal harga paketnya. Capek tiap bulan selalu seperti itu, bukannya lebih murah malah lebih mahal.;2;16/01/2024 23:30
Lala Jamilah fmz;bagus;1;16/01/2024 23:28
Andi Pramantara;bagus sinyalnya dan hemat;5;16/01/2024 23:24
Rangga saputra;Mantap;5;16/01/2024 23:14
Fuad Hasan;Please dong dev.. Tambahin fitur/tombol pulsa safe pada aplikasi myim3 seperti. App Telkomsel, Axis/XL biar pulsa gak gampang kesedot pas tiba2 paket data habis. GILAAA. belum lagi kesedot ama paket data langganan. Duhhh. Bikin gak betah sumpah.;1;16/01/2024 23:11
Hansa Lilis;jsbjeb;5;16/01/2024 23:09
Isty Amaliyah;bagus;5;16/01/2024 23:01
siska ranti;Setiap mau pembayarann error muluu;1;16/01/2024 22:51
Deni Irawan;good;5;16/01/2024 22:48
Rendi Pangalila;Makin gak jelas...beli paket sudah di bayar melalui dana paket gak masuk...makin kesini makin gak jelas saya juga merasa di rugikan di IM3...;2;16/01/2024 22:41
Abdul Khalim;Gilaaaaa, Semakin Kesini Semenjak Kerja sama dengan Tri Jaringan Indosat Semakin Parah, Punya Kuota Banyak Serasa Gak Punya Kuota, Jaringan Sering Ilang sendiri padahal Cuaca cerah, bahkan Jaringan GPRS nya Pun Sering gak fungsi, kayak gini kok pemakai Indosat kok disuruh puas, dengan embel² Kuota Promo beli lewat pulsa tapi jika jaringan nya sering Burik Ya percuma.!!!!;1;16/01/2024 22:40
Kholil Achmad 99;Makin lama pake im3 bukan makin betah, tapi makin maless. Harga kuota sekarang makin ga ngotak, sinyal juga sering hilang pas lagi main game, turunkan kembali harga kuota nanti aku kasih rating 5;2;16/01/2024 22:39
Fadhli 3005;semakin buruk;1;16/01/2024 22:38
Hasnia Nia;sangat membantu;5;16/01/2024 22:23
Fauzi Railfans PRP;kami sangat Mohon untuk Ditingkatkan lagi Masa Masa Promo tersebut dan juga Disempurnakan lagi untuk Layanan Layanan di Aplikasi MYIM3 dalam waktu dekat ini ????.;4;16/01/2024 22:14
Aay Lesmana;bagus;4;16/01/2024 22:04
Heru Komarudin;ok jaringan harus di perkuat ya;5;16/01/2024 21:54
Anton Nius;bgus;1;16/01/2024 21:32
sri;p balap;5;16/01/2024 21:31
Andik 28;cukup baik;4;16/01/2024 21:19
Ria Indriana;PENYIMPANAN NYA GILA TEMBUS 10GB !! Game ML, pokemon dan survival lainnya yg lebih besar ampe kalah sama ini apk buat mantau paketan doang ckck;1;16/01/2024 21:15
Fatkhul Huda;mantap;5;16/01/2024 21:11
Amal Kita;Kenapa sih tipe jaringan E. Padahal di kota gw rumah.;1;16/01/2024 20:18
gika setiawan;jaringan lemot;1;16/01/2024 20:05
Rismianti Ris;Kmi senang ini;2;16/01/2024 19:52
Aufar Fadhil;pulsa didiemin ilang mulu nih di apk gj;2;16/01/2024 19:51
abram muslimin;sinyal Indosat sekarang kaga guna;1;16/01/2024 19:41
Devan Prasetyo;garitasnya internet di tambah donk;5;16/01/2024 19:32
Faiz Mudhakir;Sangat membantu;5;16/01/2024 19:05
Nasir ali Bujung;saya puas Dengan layanan aplikasi myIM3;5;16/01/2024 19:00
Paragat Bagot;Kenapa paket yang sudah habis kuota nya ga bisa di hapu mana masa aktif nya setahun lagi Tolong diperbaiki jadinya paket yang baru di beli ga ke pake;1;16/01/2024 18:52
Muhammad azis Azis;Bagus dan membantu;5;16/01/2024 18:33
Marco Pontoluli;Payah;1;16/01/2024 18:28
Fiki Ananda;bagus;4;16/01/2024 18:25
sapiyah piyah;baik;5;16/01/2024 18:23
Sahry Purnomo;senang;4;16/01/2024 18:12
Misbaul Munir;Kok jadi mahal banget datanya udah gampang ilang ilangan lagi sinyalnya masak 23 cuma dapet 3 GB;1;16/01/2024 18:06
Unyil Punk;Ini Indosat ga jelas;1;16/01/2024 17:49
Ytcopas video;baik;5;16/01/2024 17:49
Fauzy Putra;tida;5;16/01/2024 17:26
BOCIL GAMING;Semenjak ada insiden kantor m3 kebakaran jadi bosok;1;16/01/2024 17:17
Fitri Glg;sangatbagus;5;16/01/2024 17:15
Try Ragiel;paket internet mahal;4;16/01/2024 17:08
Zainul Arifin;Aplikasi ampas...logout sendiri...login lagi susah via nomer gk dikirim kode otp...login via email/fb mesti ditautkan dulu...gmana mau tautkan akun klo mesti masuk pake nope tapi otp gak dikirim goblk;1;16/01/2024 17:08
Defka Defka;Aplikasi Bagus;5;16/01/2024 17:00
Muhammad Mathofani;Jual ginjal karyawannya untuk benerin sinyal nya;5;16/01/2024 16:32
Edo septian;tolong di perbaikin sinyal, di daerah Kabupaten lahat ( sumsel ) sudah 5 hari gak ada sinyal;1;16/01/2024 16:23
Anwar Udin;mantap;5;16/01/2024 16:22
??MÎÇ F????;Sesat baru di isi udah hilang aja. Padahal buat maen ML doang. Bukan masalah seberapanya. Sistem ya aja yang gak bener. Padahal mau memperpanjang masa kouta kok malah itu ilang.;1;16/01/2024 16:20
Came Prett;Najis ajig sinyal lengit wae;1;16/01/2024 16:17
Gatot Gatot;sangat puas dan mudah;4;16/01/2024 16:14
Paisal Ramdani;Baru kemarin isi kuota dan Belum di pakai lama tapi jaringan jol menghilang terus harus isi kuota darurat ini gmna sih terus di cek kuota,kuota yg kemarin isi 12gb ilang!!!!!!!;2;16/01/2024 16:13
sall;jaringan anjing , tiba2 ilang , jaringan dakjal;1;16/01/2024 16:12
REZA HARDIANSAH;Makan hari makin buruk jaringan lag setiap malam bikin susah aja;1;16/01/2024 16:05
Raffa Rizky;kartu ampas wkwk sering ilang;1;16/01/2024 16:03
Asep S;bgaus;5;16/01/2024 15:58
Bani Adnan;ok;5;16/01/2024 15:57
Ope Kicau;bagus;5;16/01/2024 15:55
Muh.Syawaluddin Alfalah;Kalau yang saya alami, Jaringannya jelek , di kota maupun desa, tetap jelek, hilang2;1;16/01/2024 15:48
Samsung Galaxy a12;Kga danta banget, gua baru beli 13gb 30hri baru di pake bentar udah habis tapi di keterangannya masih ada 11 gb;2;16/01/2024 15:46
Lety Didin;sangat puas;5;16/01/2024 15:46
Jusmiati Jusmi;aku suka aku suka;5;16/01/2024 15:37
Ahmad iqtada binnabie;Dari 1 januari sampe 14 tidak ada layanan;1;16/01/2024 15:34
Luki Setiyo Aji;Sinyal buruk trus;2;16/01/2024 15:33
Deri Amin;ok;5;16/01/2024 15:32
Sinareng Fajrin;good;5;16/01/2024 15:29
ShuRama _UNOFFICIAL;kadang naik kadang turun;1;16/01/2024 15:26
Varo;"kebakaran ? pake nanya kalo ga ""G"" ya no bar, ribet mending ganti telkomsel. harga makin mahal, boros, ngelag pula aowkaowk";1;16/01/2024 15:24
Surar;oke lah;4;16/01/2024 15:17
KOBO CHAN;mantap;5;16/01/2024 15:12
Psy Xs;Saya beli pulsa di im3 5k dilanjutkan ke transaksi dana untuk transfer, pas saya udah transfer sama uang penanganan nya 1k jadi 6k, setelah itu pas saya cek pulsa saya tidak ada masuk, gimana sih saya jadi rugi tolong dong im3 dibenerin lagi jangan bikin orang lain rugi saya ini sudah kena, hadehh;1;16/01/2024 15:07
Rahman Pendigi;Sumpah ga ngerti nih Indosat maunya apa, sih??? Makin ke sini makin maruk sumpah, dah. Udah lah kepaksa beli paket 30K-an karena pas baru isi 50K tiba2 disedot 2K. Sekarang sisa pulsanya masih bisa2-nya disedot padahal kuota paketnya masih ada. Heran. Cape udah. Emang anjng kalian pada.;1;16/01/2024 15:02
Yuana Prisma Dina;Makin hari makin lemot. Diusahakan diusahakan terus kl di komplain, tp sm aja. LEMOT;1;16/01/2024 14:57
Reno Junaidi;ok;5;16/01/2024 14:55
Sahrul Gunawan;Alpikasi ini sangat bagus;5;16/01/2024 14:51
Tatang Supriatna;bagus sekali;5;16/01/2024 14:48
Mesdi Antara;oh;5;16/01/2024 14:43
Andri Irawan;like;5;16/01/2024 14:43
Siti Jawariah;sangat puas;5;16/01/2024 14:38
Yadi official chanel;mendukung;5;16/01/2024 14:36
Tari Indah;sejauh ini lumayanlah;5;16/01/2024 14:34
Mai Yen;sangat sangat bagus tapi di daerah saya tidak merata jaringan M3 nya;5;16/01/2024 14:29
Riqi Aji;Rombak matamu soek urusin sinyal . Ini jakarta woy bukan di hutan masa sampe gada sinyal;1;16/01/2024 14:28
Putri Regina Solihah;Lemot bgt;1;16/01/2024 14:26
Omang merta;ngk guna;1;16/01/2024 14:24
Septy Duarty;syukak,langsung dapet gratisan kuota ??;5;16/01/2024 14:13
Trio Ahmadyuni;sippp;5;16/01/2024 14:11
Yuli Anti (Phing thaitea);Sinyal ny jelek sering ilang suwee;1;16/01/2024 14:09
no- disturb;Lag;2;16/01/2024 14:04
Rezavan;Insat babikiiii beli paketan memuat mulu giliran data nyala dikit kesedit 4 ribu balikin cooo rugii;1;16/01/2024 14:01
Faisal Gendeng;??;1;16/01/2024 14:01
Sahrul Amin;Sdah pasang paket yg 9gb kok yg masuk 700mb..sangat merugikan;1;16/01/2024 14:01
Aan 250;Jarigan kurang stabil;5;16/01/2024 13:59
Heacker Review;Kenapa Kouta nya selalu mahal tidak seperti dulu;1;16/01/2024 13:59
Kalveir Design;Kenapa ketika kuota utama saya habis, kuota safe kenapa tidak bisa dipakai kak...?, Apakah ini bug atau kesalahan sistem..?;2;16/01/2024 13:56
Suhardi Asok;Bagus;5;16/01/2024 13:54
Andika Prima;Ga guna, sinyal gajelas;1;16/01/2024 13:49
Mubarok Farisko;Beli paket 50rb gak masuk ajg;1;16/01/2024 13:49
Andi;baik;5;16/01/2024 13:45
M. HASAN SAFARI;TIDAK ADA FITUR LOCK PULSA. SERING TERPOTONG OTOMATIS.;1;16/01/2024 13:44
Nazril Haekal;Harga naik kualitas sinyal burik;1;16/01/2024 13:43
Nanto 45;semakin buruk beli paket data tidak masuk;1;16/01/2024 13:38
Murni Aja;casbon voucher;5;16/01/2024 13:38
Cyber Mom;bagus;5;16/01/2024 13:37
Yames Tualaka;Baik;5;16/01/2024 13:35
Bang Rahmat;di update malah eror mulu, tolol ????;1;16/01/2024 13:35
Bobi Tazri jr;luar biasa;5;16/01/2024 13:35
Hendika Parma;Setelah update aplikasi error tidak bisa dibuka kecewa berat??????????????????;1;16/01/2024 13:35
Ikhsan Andrea Pradana;Data nyala tpi gbs internetan;1;16/01/2024 13:32
latifah rahma;Setelah diupdate malah mengecewakan..;1;16/01/2024 13:31
Rider Alhabsy;Kalau malam suka susah sinyal;2;16/01/2024 13:30
Kepo Luh;mohon maaf samggat kecewa karena sinyal selalu tidak setabil;1;16/01/2024 13:29
Lambro Gurning;mantap;5;16/01/2024 13:24
Well;mantap;5;16/01/2024 13:20
Ikysuee 17;Ga bisa d buka min, sdh pakai beberapa cara juga;1;16/01/2024 13:18
Agus Apriyanto;??;5;16/01/2024 13:18
Jefri Muamar;Setelah di update jadi ga bisa di buka;1;16/01/2024 13:16
Rion Hen;Sinyal Indosat di Bali (terutama wilayah Legian) jelek.;1;16/01/2024 13:15
Anam Cici;mau masukin vocer aja bingung sekarang makin ribet;1;16/01/2024 13:15
Esoli Zalukhu;mantap;5;16/01/2024 13:12
Ria Nirmala;Jaringan bagus, suka ada promo juga, love bangett sama im3;5;16/01/2024 13:06
Yanuar Nursyahid;ok;5;16/01/2024 13:04
Bagus Ramadhan;Isi pulsa tidak bisa masuk Lama update nya;1;16/01/2024 12:59
Imam;Masih kalah sama myXL, ga ada proteksi kehilangan pulsa oleh layanan ga jelas,,, tau2 pulsa masih suka ilang, pdhal ga dipake ngapa2in. Semoga lebih baik kedepannya, jangan malu menambahkan fitur krna msh lebih baik trlmbat drpda ditinggal pelanggan setia. Tq...;2;16/01/2024 12:58
Ayu Setiawati;puas bnget, jadi mmpermudah pilih paketan internet,;5;16/01/2024 12:56
Jinga Dir;Jaringannya buruk;2;16/01/2024 12:55
Samsul Bkl;bagus;5;16/01/2024 12:55
Devita;baik;5;16/01/2024 12:48
Joko Santoso;Alhamdulillah;5;16/01/2024 12:47
Jcell Kalisat;ok;5;16/01/2024 12:46
Hari Extrada;sinyal nya bagus Good;5;16/01/2024 12:45
Ikral Setya;Kebiasaan ni kartu jam 8 malam lelet nya gak ngotak;1;16/01/2024 12:44
Latiful Mutohar;semoga bermanfaat;5;16/01/2024 12:43
Rakha Prilanda;Kenapa setiap ngisi Kuota skrng ga dapet im poin?;1;16/01/2024 12:37
Jajang Salam;mantap my3tri;1;16/01/2024 12:37
Amanda Nur Ardlyana Putri;Gimana semakin kesini fitur aplikasinya semakin menyulitkan pengguna. Terlalu banyak tambahan fitur games dan semakin berkurang ragam jenis paketnnya. Yang dipertahankan sekarang rata-rata sangat mahal. Kalaupun ada bonusan rata2 harganya 100 an ke atas. Masih banyak orang yang gajinya jauh dibawah UMR dan mempunyai kebutuhan lain yang sangat banyak. Setidaknya normalkan lah harga paketannya misal 25 GB 70k 1 bulan. Jangan 50k cuman 12 GB untuk 1 bulan. Sekalinya murah harga 100k 50 GB.;2;16/01/2024 12:37
derry hermawan;indosat jaringannya makin sini makin medu lemot;5;16/01/2024 12:35
Ucok Leos;Madeo;5;16/01/2024 12:31
Adam Bastian;sangat baik;5;16/01/2024 12:28
Muktar Muktar;bagius;4;16/01/2024 12:25
arystatto212;uye;5;16/01/2024 12:23
Villifia Twenty;terimakasih;5;16/01/2024 12:20
shynshy mony;Indosat sekarang beli paket susah mana mahal2 Udah jaringan lemottt nyusahin;1;16/01/2024 12:19
Switer Berasap;Kecewa banget sama IM3,maket data puluhan kali engga di proses², Osa coba aktifin data untuk mastiin udah fi proses belum,malah ngabisin pulsa;1;16/01/2024 12:17
Ilyas Saputra;bagus;5;16/01/2024 12:08
Andi Andi;mantap;5;16/01/2024 12:05
moch Sunarto;Lama buka nye aplikasi beda dgn kmren;1;16/01/2024 11:59
Khalid Usbaniy;Koinnya ko ilang ?????? padahal tidak pernah dipakai;1;16/01/2024 11:57
Anuar Hmr;bagus lach inti ny;5;16/01/2024 11:56
Nabila Bill;paket geratis ??;5;16/01/2024 11:54
M. Sultan;Dulu dipuja-puja karena harga paketnya murah, sekarang lebih mahal dari Telkomsel.;1;16/01/2024 11:53
Ocit Oput;Indosat makin kesini makin aneh, saran saya jangan pake indosat, selain harga kuita yg mahal, jaringannya juga sangat buruk;1;16/01/2024 11:51
Riski Alfatir;saya membutuh kan kuyata;5;16/01/2024 11:48
Orange Music;Sejak update terakhir aplikasi ini semakin tidak berguna. Pembayaran semakin sulit dan pembelian tidak dapat diproses.;1;16/01/2024 11:45
Wantoro 1995;bagus... tapi kadang jaringan sering buruk;5;16/01/2024 11:43
Sri Hartini;good;5;16/01/2024 11:31
Tofa Mellenk;bgus;5;16/01/2024 11:27
NB projeck;Sinyal M3 kenapa sekarang ilang ilangan terus njirr;1;16/01/2024 11:25
pop pep;Aplikasi gagal. Aplikasi SAMPAH;1;16/01/2024 11:18
Firman Zega;sangat bagus;5;16/01/2024 11:12
Al Kha;Ngelag banget ngentod;1;16/01/2024 11:12
Suharta Tata;My im3 tower MC Majalengka payah bila hujan sinyal ikut kehujanan hilang 4g. diganti Eg, apalagi kalo terjadi kalo terjadi gangguan PLN,ikut gangguan..?????? tower aneh..MC majalengka di desa Lengkong wetan.;1;16/01/2024 11:09
FoxBoy Hello;ANCUR SEMUANYA ANCUR YAKALI BRO SINYAL FULL JAMKOT KUOTA 20GB GAGUNA RUGI GW BUNTUNG BRO, TUTUP APK AJA, GAGUNA MERUGIKAN ORANG LAIN!;1;16/01/2024 11:02
Aldi munaldi 401;aplikasinya bagus;4;16/01/2024 11:01
Suryadi Yati;Sangan lah bagus??;5;16/01/2024 11:00
Deril Fahri;Indosat sinyal nya makin parah,, mendung dikit sinyal internet ilang...;2;16/01/2024 10:52
Iphon Sst;Purwanto;4;16/01/2024 10:49
erlangga futra;membantu sekali;5;16/01/2024 10:38
Esteban Nursyamsi;kebanyakan gaya tidak didukung dengan kualitas signal, hanya mementingkan kota, tidak dengan desa desa pedalaman;1;16/01/2024 10:35
Fitri Dede;bagus banget;5;16/01/2024 10:35
Fatir Fatir;Kenapa hot promo jadi mahal bngt ,,,??? Sejak akhir Desember 2023 samp sekrng,padahal dr dulu saya pke kartu m3 karn murah,,,naiknya GK kira2;5;16/01/2024 10:32
Fendy Ahmad;baik;4;16/01/2024 10:28
Mbah Kakung Mbah Kakung;sangat bermanfaat;5;16/01/2024 10:28
Nurulspt Nurul;sangat baik;5;16/01/2024 10:25
rany romadhon;jos;4;16/01/2024 10:23
Fadila Pradana;Laggg amat;1;16/01/2024 10:17
Muhammad rama ardya pradana;Mau dibeli kaga sih?,kalau mau beli pembayaran selalu gagal.kalau emang ganiat jualan ya gausah jualan;1;16/01/2024 10:17
Elwis Tinu;Mntap;5;16/01/2024 10:16
amel snosih;saya mengalami ganguan internet terobel tolong bantuan nya sudah 1minggu gak bisa;2;16/01/2024 10:10
Herni Herni;lebih banyak lagi y diskon ny;5;16/01/2024 10:06
Adrian Rian;sangat bagus;4;16/01/2024 09:55
Angga 93;Kurang ajar mu paling kurang ajar bangkrut pake internet make im3.jaringan internet paling kurang ajar tidak ada perubahan sama sekali;1;16/01/2024 09:40
umy kundaefah08;indosat emang bagus;4;16/01/2024 09:35
Utie Mamah;sangat bagus;5;16/01/2024 09:14
Shul Arif;aplikasi yang bagus;5;16/01/2024 09:14
19 Tahun;Tranfer pulsa ke no lain selalu gagal update bukn nya makin bagus malah tambah error;1;16/01/2024 09:06
devano gtr;Sinyal nya ghoib suka ilang tiba-tiba;1;16/01/2024 08:57
N120NE54H Mr;Terasa semakin berat;4;16/01/2024 08:56
Herry Bungsu;Mantap tpi sya masih takut mai beli kouttanya krna lama tlog donk perbaiki scptnya;5;16/01/2024 08:51
Gambleh Gambleh;Skrang trllu mahal..dan cpet habis pula ...;1;16/01/2024 08:51
prapaskaagung maria;Ini gimana sihh makin kesin aplikasi ny makin ribet di tambah kuotany jdi makin mahal banget;1;16/01/2024 08:48
Yosa Gia;Harga kuota makin mahal, pulsa terpotong tanpa digunakan, yg punya im3 binatang emang.;1;16/01/2024 08:46
UL in on line;Pulsa sering hilang padahal kuota masih banyak;1;16/01/2024 08:43
Dedi Candra;Isi pulsa dulu baru bisa regis hade;1;16/01/2024 08:42
Muis 125;GK seru ni wey sos gk ada??;1;16/01/2024 08:30
Agusmulyadi Agus;bgussss;5;16/01/2024 08:21
Farel Poejangga;Saya turunkan JD 1? Krn Login ke Aplikasi tidak bisa digunakan,cm BS via wa/*123#...biasanya tidak seperti ini slalu anteng aj aplikasi Indosat...;1;16/01/2024 08:16
Acep Dika Zulfikar;Tidak bisa di buka;1;16/01/2024 08:14
Fikri Alamsyah;kacau nih provider jaringan 4g nya suka ilang mendadak dan tolong ye jangan keseringan ngirim notif SMS dengan promo² segala macem deh. benerin dulu aja tuh jaringan nye;1;16/01/2024 08:09
Jampang Cell;sangat bagus;5;16/01/2024 08:05
ibran maulana;Apasi sinyal jlk bngt, benerin lah jangan promo mulu yg di update sinyal jga bgusin lah gak enak bngt dikit2 sinyal jlk lgi ngegame ngeganggu bngt mohon untuk dibenerin terimakasih;1;16/01/2024 07:57
Misli Andayani;baik;5;16/01/2024 07:54
THE KING OF DUDUT;Udah ngisi 100rb malah gk masuk2 kembali ke setelan jahiliyah;1;16/01/2024 07:52
Indah Mariatulqiftiah;bagus banget;5;16/01/2024 07:51
Sinta Palentina;Saya udah bayar via dana pembayaran di dana berhasil tapi di M3 nya gagal uang saya hangus gitu aja rugi banget tolong di perbaiki;1;16/01/2024 07:48
Shazia Shazia;bagus;5;16/01/2024 07:42
Uswatun 26;indosat is the best;5;16/01/2024 07:41
Penakluk Sensei;sukses;5;16/01/2024 07:36
killu nime;Sinyal suka ngilang. Beli kuota mahal mahal. Aku doain semua elemenya bangkrut Rizkinya gak berkah;1;16/01/2024 07:33
Raffly rahmat Tulloh;Kouta mahal;1;16/01/2024 07:28
Vidha Almirra;ok;5;16/01/2024 07:18
Nurman;bagus;4;16/01/2024 07:17
Wanda Ersasaputra;aku ingin kuota gratis;1;16/01/2024 07:11
Supri Yanto;bagus;4;16/01/2024 07:05
Andri Anjlem;baik;5;16/01/2024 07:04
Ahmad Raihan Syahroni;Sinyal nya jelek Mulu. Tiap bermain game atau sedang di dalam ruangan tidak mendapatkan sinyal. Mohon penjelasannya, masa yang Smartfren lebih kenceng dari M3 dan penawaran paket nya lebih menarik. Bagaimana tindakan menindaklanjuti hal tersebut?;1;16/01/2024 06:55
Muhamad Naufal;Aplikasi parah lagi mau beli paketan cuma sinyall jelek malah ga masuk tapi dana berkuras banyak ,,kuota ga dapet saldo abis kena apes Dasar;1;16/01/2024 06:51
Kharisma Aulia;"Tidak ada paket gratis lagi, kembalikan seperti semula, entah ngapain update"" saya tidak nyaman menggunakan apk ini, padahal saya sudah berlangganan dengan Im3, saya selalu beli paket ini, kalau tidak di kembalikan seperti semula, saya akan beralih ke paket lain! dan saya tidak akan mau menggunakan kartu IM3 lagi";1;16/01/2024 06:44
Juairiah Aja;sangat baik di ISO isu-isu decision ISG Jack Johnson eur GBP yang Sholeh amin ya rabbal Baraya Sunda kelapa yang sudah d antar ras orang ko jenis Honda beat Galo e semoga bermanfaat dan bisa di bilang anak kecil yang Sholeh amin ya rabbal Baraya Sunda kelapa yang sudah d antar ras orang ko jenis Honda beat Galo e semoga bermanfaat dan bisa di bilang anak kecil yang Sholeh amin ya rabbal Baraya Sunda kelapa yang sudah d antar ras orang ko jenis Honda beat Galo e semoga bermanfaat dan bisa di bila;5;16/01/2024 06:42
Tian Ji;sangat baik;1;16/01/2024 06:42
MILK BOBA;nice;5;16/01/2024 06:39
Waskito Krhisna Aji;provider gajelas, mahal, lemot!!!!!!!!;1;16/01/2024 06:37
Riyan Wae;Kere apknya sangat berguna;5;16/01/2024 06:36
