ï»¿userName,content,at,score
Fadhli 3005,semakin buruk,16/01/2024 22:38,1
Domino Slot,Koneksinya sangat buruk,23/01/2024 18:23,2
Sapta Sap,sangat baik,13/01/2024 11:03,5
Rohmad Syamsudin,"Semakin ke sini m3 semakin parah, sering terjadi gangguan, harga paket semkain naik mohon selalu di perbaiki atas masalah jaringan yang ada kusus nya di wilayah jawa tengah sudah sering terjadi diskonek terkait jaringan yg sering hilng",26/01/2024 13:38,1
Rendi Ansyah,Jaringan gak setabil,31/01/2024 12:42,2
Angelogius Kulas,"Mantap..lumayan, perkuat lagi jaringan ??",31/01/2024 09:48,4
Raka Dina,"Harga peketanya makin kesini semakin mahal, nggak cocok dengan kuota yang di dapat, kalau bisa di turunin lagi harganya supaya orangÂ² nggak banyak yang mengelu",25/01/2024 12:59,1
Choliq Bachtiar,Alhamdulillaah...im3 cepat tanggap,25/01/2024 14:43,5
Fdj Tii,keren habis,19/01/2024 19:39,5
Dwi Andini,sangat baik,10/01/2024 04:56,5
Fendi Zhang,sangat cepat transaksinya,12/01/2024 17:51,5
Nico,smoga lancar,30/01/2024 11:45,5
acep ganteng:',"sinyal mym3 jlek bngt sumpah lgi main , sinyalnya ilang smua lol",11/01/2024 12:24,1
Agung Yudiansyah,"okkay, kencang & Tahan lama",17/01/2024 12:21,5
nur nuraini,"min,tolong dong harga kuotanya di turunin jangan terlalu mahalÂ² semua",20/01/2024 12:27,1
Entry GTPS,"Ga Berguna banget, Mau cek Kuota di Apk gabisa, Cek pake *123# gabisa alasan nya ""Masalah jaringan"" Atau apa lah",26/01/2024 13:37,1
Fikri Juliadi,mana katanya bisa dapet gratis 1 gb tukar 500poin,20/01/2024 17:21,5
Tristi Ani,sering ilang sinyal ny,26/01/2024 12:42,2
Galang Anjy,kebnyakan gangguan gw baru isi 10k tiba tiba pas gw cek sisah 8k kebnyakan korupsi,26/01/2024 13:17,1
Ricky Gmc,Knp sih gangguan mulu?,22/01/2024 03:14,2
Tarim Firmanto,puas sangat bagus,27/01/2024 08:47,5
RVPY Gaming,Sinyal jelek,22/01/2024 05:49,1
Parti P,Sinyal bagus,23/01/2024 09:23,4
Hasan Asari,jaringanya jadi jelek amat indosat tidak bagus lagi kalah sama telkomsel,11/01/2024 13:33,1
Deliana Alfiqriatna,"Untuk kalian yg mau mendaftar indosat mending gak usah beli indosat deh gak bakal bisa di registrasi saya beli kartu indosat gak bisa registrasi ada pesan kyk gini Maaf aktivasi kartu IM3 gagal, pastikan nomor ini memiliki Freedom Internet 30hr atau pulsa min 10rb. Ulangi proses aktivasi prabayar melalui 4444. Saya sudah beli pulsa 10ribu ttp gak bisa. Mending gak usah beli indosat deh pindah kartu ke lain aja emang gak jelas ini indosat sekarang MEMPERSULIT PENGGUNA BARU.",19/01/2024 07:40,1
Mas Dan,Aplikasi ini sangat butuk kada kawa di buka,12/01/2024 13:49,1
Mobile Legends,"Update tergagal..masih mending versi lama,, sekarang kita tidak punya kuota dan membuka aplikasi ini untuk melihat harga promo kuota baru sama sekali tidak bisa dibuka.. Berbeda dengan aplikasinya dulu tanpa ada kuota masih bisa dibuka melihat penawaran terbaru jika sudah ada yang kita minati langsung kita isi pulsa lalu kita beli kuota keinginan kita..tapi setelah di update sama sekali tidak bisa dibuka tanpa adanya kuota.. Ini update terburuk..",17/01/2024 11:49,1
Fran Siska,luar biasa,10/01/2024 04:43,4
Ajik Adi Yongs,"M3 parah, main game tidak bisa stabil sinyal kurang baik, TOLONG PIHAK M3 PERBAIKI SERVER ANDA. SERVER HANCUR LEBUR INI M3 PARAH. Kalah mulu main game karna sinyal hilang, data mati seketika karna m3 ini.",19/01/2024 07:01,1
Rahmiyati,IM3 gak ada fitur transfer atau migrasi Kouta kah ke sesama kartu? Baru ngisi Kouta ke esim ternyata esimnya bermasalah sayang banegt masih ada 50 GB buat 3 bulan disitu,12/01/2024 13:15,2
Nugraha Wisnu,bgus,18/01/2024 09:02,2
Pemburu 09,lumayan lh tpi sering gangguan Indosat nya,18/01/2024 19:45,3
Pernandes Eric,aplikasi ini sangat cocok,18/01/2024 02:03,5
Didi Harun,sangat bagus,23/01/2024 13:03,5
Ragil Bagus,"App t4ikkk,,paket 150rb 100gb baru kepakai 20gb tiba2 hilang Gara Gara ada pesan dari IM3, kepencet aktifkan penawaran paket yellow, Sumpah nyesel pakai IM3,, pulsa juga sering kepotong truss,, app sampah",26/01/2024 15:50,1
Gilang Baskoro,"IM3 parah pulsa saya kesedot ampe abis padahal paket data masih banyak,sering kejadian kaya gini kecewa pake IM3 sekarang padahal udah lama pake IM3...kalau kaya gini terus pindah pake kartu perdana lain",18/01/2024 14:27,1
jhun pb,bagus,28/01/2024 15:59,4
Zidan Zidan,bagus,19/01/2024 07:25,5
Ahlis 798,"Im3 kontolll g jls,mana skrng paket nya mahal sinyal nya susah tlpn operator susah,udh hapus aja kartu IM3 dari indo,g guna jg di indo",29/01/2024 12:59,1
Sang Pendekar,Sinyal e koyo gatell blukk saya menyesal pakek im3,26/01/2024 13:56,1
Korliana Lina,sangat baik,10/01/2024 12:49,4
Robby Afriliyadi,Saya menyesal membeli paket data di apk myIM3 saya udah hubungi live chat operator tetap saja belum masuk masuk jadi tolong perbaiki apk nya,14/01/2024 06:50,1
Zaki Rahmat,Ngelek banget sinyal nya dah kaya main game di hutan,19/01/2024 12:08,5
Firlan Sentosa,di tunggu paketan gratis ny 24gb ya min??,17/01/2024 05:18,5
Rafi Raker,nyiptain kartu jelek sinyal lemot,23/01/2024 12:16,1
Lord Xonan (Xonan),Tolong jaringan im3 diperluas min susah bgt sinyalnya,28/01/2024 16:43,3
Ridoh Selebew,Lag,12/01/2024 15:34,1
Jonathan Timotius,"Aplikasi IM3 nya gabisa dibuka eror Mulu katanya, trus pas mau cek data *123# gabisa ada gangguan mana gabisa dipakai lagi datanya karna gangguan. Tolong lah diperbaiki udah banyak beli tapi ga digunakan buat apa",26/01/2024 13:29,1
feris nur ch,Indosat...mohon maaf....saya pengguna Indosat lebih dari 2 tahun. Terlalu sering sms promo sehingga pulsa tahu-tahu habis.........Dan jaringan 4G sekarang sering putus. Setingan hp sudah benar...tetap sering putus. Bahkan sms iklan promonya sangat mengganggu......tolong dong..untuk sms iklan promonya jgn terlalu sering. Karena sangat mengganggu dan terlalu menghabiskan pulsa ... Terima kasih......,13/01/2024 13:02,1
Ahmad Budholi,lambat,20/01/2024 01:53,1
Dedy kebbob,baik,27/01/2024 20:31,5
Kosasih Ahmad,ok jaringan lancar,22/01/2024 01:27,5
Muhammad Taufik Hidayat,nyesel beli sim ini padahal sudah pake 2 tahun malah ke blokir sendiri padahal masa aktif masih panjang,26/01/2024 12:35,1
Rafli Nugraha,Bagus sekali,31/01/2024 22:53,5
Samsung Galaxy a12,"Kga danta banget, gua baru beli 13gb 30hri baru di pake bentar udah habis tapi di keterangannya masih ada 11 gb",16/01/2024 15:46,2
Dihar Mamuju,mantap,22/01/2024 11:15,5
Bunga Asmara,sangat bagus,15/01/2024 08:53,5
Syafri Neldi,Paket nya boros dan mahall,10/01/2024 02:52,1
Abd. Ghoffar,"Im3 dan 3 mah sekarang g bisa di andelin, padahal udah menjalin kerja sama TPI tetep ampas",20/01/2024 07:59,1
Hesty Purwadinata,mrasa puas,23/01/2024 09:07,5
Andik 28,cukup baik,16/01/2024 21:19,4
ramadhan sinar,bagussss,27/01/2024 13:26,5
Agung Bk,Pulsa darurat gak masuk tp keterangan sukses ? Dan harus bayar saat pengisian pulsa rugi donk gak makek pulsanya harus bayar ? Tolong di perbaiki lagi,26/01/2024 16:13,1
Hida Yat,sangat bagus,23/01/2024 11:21,5
Juna edi,jaringan nya mantap dan kuota terjangkau,12/01/2024 01:08,4
Rafa Jekeh,pulsa gw juga ilang 23ribu lagi hadeh,29/01/2024 06:40,1
Rosita Kurnia putri,pelayanan mantaff,23/01/2024 18:26,5
Rizal Thaufiq,"Jaringan susah lemot parah , internet putus putuss Padahal seharusnya setiap pembaruan harusnya semakin diperbaiki , bukan malah semakin parah seperti iniii",14/01/2024 14:17,1
Rafly Alviansyah,Apk g bner masa saya beli pulsa kouta ga nambah poinnya ttp 0 aneh emg makim kesini makin rusak Indosat tolong pembaruan nya ditingkatlg saya kecewa dengan update sekarang,12/01/2024 16:23,1
Rohmat Sampurna,baik,15/01/2024 07:30,5
Mimi Suliah,ok banget buat im3,22/01/2024 11:18,5
Vikka Rizzqi,Aplikasi aneh main gemenya di setting mau ambil kuota gratis malah ke mana mana,13/01/2024 20:06,1
Semar Semar,sangat membantu,24/01/2024 12:36,5
Nasir ali Bujung,saya puas Dengan layanan aplikasi myIM3,16/01/2024 19:00,5
Tukang Ulin,"Jaringan ee, sinyal full kuota baru isi mna mahal lgi hrganya, masa lemot cuman bisa buka wa doang... Indosat ?? bikin kesel sumpah.. semua ke hambat cmn krna Indosat",11/01/2024 01:35,1
M faizal,Konyol eror terus jadi gada Internet padahal kuota masih banyak,26/01/2024 13:22,1
Hasan Samsul,"Aneh banget nih im3, ngasih promo tapi paketnya gagal terus saat dibeli, promo ga guna jadinya.",27/01/2024 06:29,1
Dedy irawan Lareken,"Hati2 Indosat M3 penipu,dan pencuri pulsa.menyesal pakai M3.",26/01/2024 15:38,5
Nezt Official,"Provider sinyal susah, lemot, bnyak gangguan gak jelas anj, bikin gak bisa narik ama maen ML ketot",26/01/2024 12:33,1
Dot Piw,sangat baik,22/01/2024 09:58,5
Ifvan Gaming,"Makin kecewa sama im3 jaringan bagus, tapi sering drop dan terjadi masalah,kemaren 1 hari full ngak ada jaringan",26/01/2024 15:34,2
Mona Lisa,jaringan ny cukup baik di daerah saya.,12/01/2024 06:36,4
Ollan Oroh,mantap,13/01/2024 04:23,5
Rizky Saputra,suka,23/01/2024 11:30,5
Wirda Siregar,Deskripsi,29/01/2024 08:03,5
Wiwik Widuri,aplikasi yg sangat mudah digunakan dan banyak promo disaat tgl tua,29/01/2024 09:55,5
Bambang Kusmayadi,Uda beli paket internet mala jaringanx tidak bisa buka semua apl data tidak bisa digunakan...indosat semakin hancur data tidak bisa di gunakan,14/01/2024 13:02,1
Ahmad alfathir Malik,sangat bagus kalau bisa bagi bonus,24/01/2024 07:09,5
Roni Roni Bastama,jaringan nya bagus,13/01/2024 08:01,5
Dito 00,bagus,11/01/2024 17:37,5
Taufik Nur,"Kok pulsa sya di potong tanpa di pake , jelek sekali aplikasi im3",26/01/2024 13:33,5
George Gold,Malem isi pulsa paginya mau beli paket pulsa malah kepotong jadi ga bisa beli paket!!! TOLONG JANGAN SUKA MODUS NYEDOT PULSA DONG INDOSATTT MAU UNTUNG JANGAN KAYAK GITU KELAKUAN!!!!!,25/01/2024 02:59,1
Hendril 0000,mantap,26/01/2024 11:25,5
Rama Leorichard,Butut nya minta ampun sinyal ga ada angin ga ada hujan asu,18/01/2024 18:06,1
Siti Juaryah,bagus murah pusanya tapi syale lelet,15/01/2024 09:18,5
Nurna Ningsih,bagus.. kalian harus dolnoad,15/01/2024 22:03,5
Pulo Sirih,baik,23/01/2024 21:23,5
Erwin Syah,sangat puas,30/01/2024 05:33,5
Indh Indhh,ok,10/01/2024 13:26,5
Raisa syafanah Ramadhani,jaringan lambat dan pulsa data agak mahal,21/01/2024 12:49,4
Anis Widaningsih,gratis donk,24/01/2024 10:39,5
Nona Usagi,"Paket data selalu naik dan berubah-ubah, terakhir paling parah 50rb buat kuota 10GB. Helloooooww itu seriusan?!",23/01/2024 11:08,1
FF ALWAFI,Ngelag bet njing,10/01/2024 14:52,1
Achil xkamray,apk nya bagus sangat ramah apa lagi kalau sering ada gratisan pasti lebih bagus??,28/01/2024 13:05,5
mark lee,"cara menghindari pulsa terpotong karna penggunaan internet diluar paket gimana ya? kesedot banyak, rugi bandar gue pls. sering bgt kya gini, jawab min.",12/01/2024 15:59,1
baden bj,"Jaringan nya ampun lemot banget,,harga paketan mahal jaringan lemot sudah saat nya mencoba pake telkomsel kaya nya lebih top",28/01/2024 12:40,1
Kalpa Suqro,"Gimana sih dulu kalo data nyala isi pulsa tidak pernah ber kurang kalo sekarang bahkan data mati dan kita tidak mempunyai hutang di apl berkurang gak jelas!!! Juga aplikasi suka eror gak mau di bukak lah itulah, dulu juga bagus ga ada kuota mau isi kuota bisa tanpa internet!!!!",12/01/2024 12:51,1
Amir Oppo,pengen dapet gratisan setiap minggu,28/01/2024 11:56,5
riyansyah pranatha,"Potong truss pulsa gw, proses transaksi sampe kiamat pun ga akan di proses, ga akan gw gunain ni aplikasi, mending ganti kartu sekalian, im3 kocak",18/01/2024 06:44,1
Aples Doang,Jum'at 26/01/2024 kenapa yh jaringan g bisa di gunakan sama sekali cek pulsa pun ga bisa.internet apa lg mau jd apa ini Indosat rugi saya.mau berkomunikasi ajh susah begini,26/01/2024 14:53,1
Winda Yunanda,oke,28/01/2024 15:28,5
Samsul Bkl,bagus,16/01/2024 12:55,5
Ray Renaldi12,Ajing idosattt jaringan putusss setannn,26/01/2024 13:21,1
Seno Aji,jos,21/01/2024 14:36,5
TANAH TORAJA,ok. baik,18/01/2024 08:29,4
Hendry Prabowo,Mantap,12/01/2024 12:02,5
Baru New,update yg trakir baru bisa dibuka,26/01/2024 10:31,5
Khusnul Rodiyah,Signal gk bisa di pakai di sidoarjo padahal sudah 4G paket masih 27GB,26/01/2024 13:02,1
Kadek Supartana,"puas menggunakan im3,harganya terjangkau sinyalnya juga kuat.",18/01/2024 07:17,4
Aden Hardi,Kartu GK jelas udah pinjam pulsa pulsa ny GK ada masuk mana harus bayar lagi,20/01/2024 04:05,1
Angga Saputra,bagus sih sangat membatu,21/01/2024 07:13,5
hery bkl,baik,26/01/2024 14:34,4
Muh al-Fatih,my im3 sangat bermanfaat,21/01/2024 04:15,5
Andri Rustandi,top,20/01/2024 11:54,5
Rianti Kayla,"sangat suka, im3 the best",25/01/2024 04:50,5
Elah Hayati,aku suka pake Indosat jaringan nya bagus.sukses slalu oredo,14/01/2024 05:14,5
mutiara arum,Sering susah masuk aplikasi jaringan m3 paling buruk,26/01/2024 12:41,1
Saudi Muhammad,sangat membantu,30/01/2024 13:29,5
wong jowo channel's,Ini sinyalnya kemana kok sih buat lihat video muter2 terus tolong diperbaiki ini susah banget soalnya,21/01/2024 10:45,1
Dwi Yulianto,Pembelian pulsa di aplikasi dana sudah sukses knpa pulsa tidak masuk..wa official yg bales bot itu2 aja jwb nya jngan bikin kecewa pelanggan,12/01/2024 14:45,2
Hafiq Al varo,Bagus minesnya gak ada gratisan,25/01/2024 08:40,5
Shanum Zoya,sangat baik,12/01/2024 12:05,5
arum wardani,Sumpah bikin emosi kuota ada tapi nggak bisa dipake sama sekali.jaringan kaya nggak niat idup udah nggak kaya dulu lagi nggak lancar sama sekali.nggak bisa dipake buang2 kuota,13/01/2024 05:39,2
Muhamad RIZKI NUR PADILAH,aplikasi ini bagus banget,15/01/2024 09:53,1
ardi yanto,M3 sinyal sangat buruk tulisan 4g tapi buat wa aja susah apa meleduk lagi tuh tower m3,26/01/2024 13:28,1
jsjsjsjsj sjsjsjsjsjsj,ngelag su,31/01/2024 03:09,1
Yana yolanda Gelenchia panjaitan,"Jaringan lemot, mau bangkrut kali lu, kuota tambah mahal, jaringan lemot bner, sesuain dong",10/01/2024 09:52,1
Fitri Wahyu,"Habis di update malah makin buruk , ngak bisa ngisi voucher data ??",15/01/2024 03:41,1
IDABAGUSARI WIRANTIKA,baru isi kuota..ludes.. gak jelas,28/01/2024 14:18,1
Filzah as (jipii),keren sih tapi ngeleg min yaallah??,17/01/2024 03:05,5
Mas Pur,Jaringan makin gak jelas . Menurut aku ni indosat semakin lama sekin jelek bukanya semakin membaik malah tambah bobrok. Bobrok bobrok beli kuota tiap minggu 90ribuan tp jaringan makin jelek kirain hpku yang jelek sampe aku banting dan ganti hp ternyata emng jarjngannya,18/01/2024 18:06,1
Glodog Palang,"Paket internet paling mahal se Indonesia, jaringan busuk",11/01/2024 12:34,1
Diky Zulkarnain,"Jol beso, sinyal lemot sring hilng, sinyal pul tpi lelet, kartu jol",17/01/2024 05:34,1
Deo Arvindo,Apk apaan nih baru isi pulsa belom saya daftarin kok udah daftar sendiri woyyy anj**,21/01/2024 15:15,1
Mia Aprilia,good,12/01/2024 01:27,5
Jemi Drajat,Aplikasi ini seruh akan aku takkasih nilaninyak 1Yampe10,15/01/2024 08:09,4
Wee Hoo,"Kbanyakan fitur, sering terjadi bug/error. Sinyal kek kntol,",17/01/2024 03:47,1
Sulastri Sulastri,"Jaringannya lumayan bagus tapi kuotanya makin mahal masa 50 RB cuma dapat 12 gb... Mohon di murahin dong harga kuotanya , saya pengguna 2 kartu Indosat yg satu nomer lama dah 6 THN lebih masa kuotanya msh mahal aja boss terimakasih ??",11/01/2024 23:39,5
Ririn Rahayu,Babi emang bru isi pulsa mau di daftarin paket kuota udh di sedot aja anjinggg anjingggg,18/01/2024 13:44,1
Ronyani Royani,Nice,23/01/2024 03:08,5
UNTUNG SURIPTO,Eror terus gmn yak bingung tolong tolong,26/01/2024 12:54,2
Reza dandi,"Aplikasi masih cacat, kepencet game pada aplikasi tidak bisa tekan tombol kembali malah harus tutup aplikasi baru bisa keluar, tidak layak sekali . mohon upgrade, Aplikasi cacat,",30/01/2024 21:10,1
Agi cahya,Harga pada naik jadi mahal dulu 100gb cuma 125 sekarang jadi 150 dan sinyal nya pun jadi sangat jelek sangat kecewa sekali padahal aku partner setia Indosat dari dulu mungkin sekarang kayanya aku ganti partner,19/01/2024 13:48,1
Muhammad Yusuf,bagus,23/01/2024 06:08,5
Muhammad Fadhillah,"PULSA TERSEDOT TERUS MENERUS, BELI PAKET DENGAN PULSA. PULSA SUDAH TERSEDOT TAPI PAKET TIDAK MASUK",20/01/2024 14:52,1
Rida Utami,"practise, ekonomis",29/01/2024 04:22,5
Eris Safaryani01,"Gimana nih beli paket 2gb tapi yang bisa kepake 1gb doang ??, hadeuh",10/01/2024 09:48,1
Zakaria Jovan,Trobel terooos bikin bm luu,26/01/2024 14:01,1
Jibdi Aja,Mantap,25/01/2024 09:35,5
Elwis Tinu,Mntap,16/01/2024 10:16,5
Fadil ferdiana,top,27/01/2024 13:29,5
Samsul Maarif,Jaringan burukmu menjadi batu sandungan hubungan ku dengan pasangan min.,11/01/2024 11:02,1
Adi Mardiyanto,"Aplikasi babi,mau beli paket susahnya minta ampun",26/01/2024 13:50,1
Snow White,"Mksh ya, udh nyedotin pulsaku berulang kali. Padahal kita pakai wifi. Udah kayak lintah darat pula, ga nanggung2 nyedotnya. Klw org br isi pulsa, disitulah semua bereaksi.",15/01/2024 00:12,1
agus ifny,baik,29/01/2024 16:07,4
Hendra rasta,Yang bener ajalah gw isi kouta masa ga bisa di gunakan padahal gw gak kemana mana atau keluar kota gitu,26/01/2024 13:46,1
Chepy DecoDeSouza,Udah ganti aja jasi ply stor aja wkwkwkw mI ngSih kuota gratis hatrus main game dulu padahal bohong itu dapwt kuota gratis nya supaya nonton iklan aja kan parah sekarang m3 jadi eror Aku kasih b1 aja dulu biar di baca ??????????,10/01/2024 16:51,1
dadang fahreza,Diperbaiki lgi untuk jaringan internetnya . Kuota ada sinyal 4G/5G tapi lemot banget. Indosat parah,17/01/2024 17:04,1
Bagus Soleh,gj kalo mau maketin ga bisa buka kalo udah ada kuota baru bisa di buka GJ,18/01/2024 12:56,1
Ahmad dani Dani,konton,25/01/2024 12:29,1
Wanto Ses,baik,24/01/2024 01:59,5
Trik apa saja bisa,IM3 sekarang mirip xl axiata buka youtube/sosmed patahÂ² alias nge lag bikin hp panas pula,13/01/2024 12:13,1
Putraadelpa,sangat membantu,29/01/2024 13:00,5
Andin Andin,mntap,26/01/2024 04:01,1
Budi Bawor,Makin lama di pake paket datanya makin mahal .....,27/01/2024 13:03,4
yosua wisnu,good,30/01/2024 06:38,5
yasir raya,Saya kecewa kenapa sekarang lebih sering gangguan... Tidak sperti dulu lagi,26/01/2024 14:17,2
Yoshua Rewando,"Tolong dong perbaiki Jaringan nya, ini parah banget dari sebelumnya. Kacau sudah lamaÂ² kalau seperti ini",24/01/2024 15:03,1
Silviyana Handayani,"Aplikasi apaan ini ??saya kaga pake kuota darurat ,tapi saya di suruh bayar pulsa lima ribu ??????mending gw hapus ,aplikasi sampah",29/01/2024 22:41,1
babang 03,Bagus,28/01/2024 07:30,5
Alfa Rasyid,"Saya pengguna indosat dari sekitaran 6 tahun,kenapa ya setiap cs mau ditanyainnnya cepet"" banget,coba di cek lagi indosat untuk csnya padahal saya kalo ngmng ama mereka santai kok",23/01/2024 10:06,2
Elfin Ersyad,harga elite. kualitas sinyal sulit,22/01/2024 11:13,1
Fahrudin Aris,"Sering dapat SMS nge-game dan internet lancar, tapi ngelag, bgsd",26/01/2024 12:51,1
Reme Oyii,indosat0 eror pls darurat tdk prnah di kirim tpi slalu p trpotong,15/01/2024 04:22,1
Ben Surya,tolol,30/01/2024 07:42,1
Soki Kedokan,sangat lancar,27/01/2024 06:34,5
Udin Caem Udin,makasih,26/01/2024 13:39,5
Ahmad Baihaqi,Sinyal kencang tibaÂ²dapet gratis ilove you indosat,18/01/2024 08:05,5
Gayo Land,"Luar biasa Maling pulsa wkwk, pake wifi aja pulsa bisa hilang ya. MudahÂ²an bangkrut nih indosat",17/01/2024 20:20,1
Argo Nurcahyo,Hot promo tapi gk bisa dibeli Diproses terus lama bngt Mau beli kuota aja sulit bngt,25/01/2024 02:21,1
Ikbal Nugraha,"Ga bisa login apk, ga bisa cek *123#, ga bisa akses kirim pulsa. Yang bener dong jangan gini maksa bener marketing mentang-mentang gue ga pernah beli paket disini. Gue baru isi pulsa 100ribu padahal masih aja sudah buat akses apk nya",26/01/2024 14:18,1
aam Agara,Koneksi jaringan internet sangat lambat di wilayah saya,24/01/2024 17:34,1
Always Rahman,tolong perbaiki yang rusak,14/01/2024 10:01,5
ote 07,"Sinyal ilang Mulu,udah mahal 2 pula ga jls.tolong lah kerja samanya,saya sangat tidak puas.emng ga pengen benah apa gimana gitu ya",11/01/2024 05:50,1
Dika Oppo,sangat membantu,13/01/2024 12:31,5
Culung aleda Aleda,Sangat baik rorrr,18/01/2024 14:05,5
marianus papuse,Bng knp jaringan sy lemot padahal kuotanya masih banyak dan masa berlakunya masih lamah,26/01/2024 13:31,1
Cicah Heryani,Ganguan mulu yang bner aje,26/01/2024 12:54,1
Lucky Dharma15,Lu asik bang,30/01/2024 02:57,1
Waldan Waldan,Keren,13/01/2024 15:41,5
Raden Bara,Udah kalian ayok pindah jgn pake LG Indosat sngt sngt jelek jaringannya yok pindah yok,29/01/2024 14:36,1
Meriesta Utary,mantap,16/01/2024 02:24,5
Nur Asiah,"Maaf apk gk bs digunakan, sudah 5 x di instal ulang tp tetap saja gk bisa berfungsi. Skrg cek kuota selalu di alihkan ke WA, sangat mengecewakan burukkkkkk sudah 1 bulan apk ini tdk berfungsi.",17/01/2024 02:02,1
Derry93 Supportsystem,"Jaringannya pea , kuota internet doang gede tp jaringannya konyol ????????",26/01/2024 13:47,1
BALKER TV,Mohon di berikan kejelasan kenapa pulsaa saya tiba2 berkurang tanpa ada pemberitahuan atau bukti transaksi bagaimana ini dengan iM3 bagaimana pertanggung jawabannya saya sangat di rugikan,23/01/2024 16:08,1
Sulis Realme,Burukkk,22/01/2024 16:58,5
M fahrul Putra,Kenapa sekarang sinyal nya jadi lama dan ga bisa,26/01/2024 13:42,1
HEndi Nuryaman,Mantap,26/01/2024 14:10,5
Fajar Fajar,"Maap,sinyal gak ada adalah hal yang wajar??",27/01/2024 23:37,5
Bang Bidoe,sekarang di tepat saya susah sinyal,20/01/2024 11:07,1
Ilham Cikampil,"Jaringannya wuaduh sangat sangat rungkat,tolonglah di perbaiki itu masalah jaringan",11/01/2024 12:28,1
Dani Putra,sinyal jelek harga paket mahal masa harga paket ningkat kualitas sinyal masi jelek,29/01/2024 08:45,1
Yantoalpakir Alpakir,jaringan nya bagus,30/01/2024 23:31,5
Aldi Tampan,Kek toolol jaringan penuh tapi ngeleg dasar provider sampah!!!,11/01/2024 12:02,1
elieser hingkie,IM3 bagaimana sih katanya pulsa akan tetap aman disaat kouta internetnya habis tapi kenyataannya sudah berkalikali pulsa saya terkuras disaat kouta internet saya habis Saya baru nyadar kalau sudah ada sms masuk bahwa saya sedang menggunakan akses internet non paket Kecewa gak sih Ya kecewalah,18/01/2024 15:50,3
Zafar Mouza,sangat bgus tp sayang knp sinyal di Jawa Tengah agak susah,29/01/2024 04:38,5
Hari Bye,terimakasih kasih yaaa,28/01/2024 10:42,5
Farhan Juninto,Provider gaje. Vampir pulsa. Nyalain data juga nggak tau tau pulsa ilang.,21/01/2024 09:39,1
Deadafitsetiawan,mayan lah,17/01/2024 23:40,5
Muhammad irfan,sangat baik aplikasi nya,23/01/2024 14:28,5
FIRMAN PANGERAN,JARINGAN SULIT JARINGAN SULIT JARINGAN SULIT JARINGAN SULIT,26/01/2024 13:52,1
Muhamad sopian Sopian,Jelek karena pulsa langsung hilang,10/01/2024 12:42,1
Zainur Roziin,Nice,26/01/2024 13:01,5
Kurniawan_ project,"Apk tidak berguna,bisa dibuka kalau punya pulsa/kuota saja",26/01/2024 13:41,1
Edy Sutrisno,Kuota kok kaya angin.. Cepat amat abis nya heran.. Apa lg beli yg 3 gb. Tiap hari cuma sehari... Buset.. Parah,22/01/2024 23:10,1
Fitria Andriani,Kok makin ksini makin mahal,23/01/2024 01:38,1
Iriessatya Iriez satya,"Sinyal Indosat sakarang jelek, lelet, lambatt, Para pengguna Indosat, bnyak yg ngeluh dgn sinyal Indosat yg sangat jelek skrng. Asu, asu, asu",27/01/2024 05:10,1
Siti Yunaidah,ok,19/01/2024 14:55,5
Beny Tanu wijaya,goood,15/01/2024 04:58,5
Ongki Dani Pabisangan,ok,26/01/2024 10:08,5
Iwan Adventure74,Pket promo 12gg ko jdi ilang..parah m3 jringan mkin mlorot..gda kmjuan..,23/01/2024 18:41,1
shinbi house,"Cerita nya no yang m3 lain 2, 2 nya selamat anda dapat 1 gb 1 hari, karena kamarin lost sinyal parah, di sms nya jam 4 sore , Kan gue tau nya 1 hari itu 24 jam ketika jam di sms, pas di cek pagi2 , kuota bonus nya gak ada , alias di cek *557*8# nol ( zero ) Kalau loe gak niat ngasih bonus , jangan ngasih sekalian atau jangan ngomong 1 hari jalan tol....., baru 8 jam udah gak ada .",29/01/2024 01:28,1
mds siliwangi channel,Apk tidak bisa dibuka ??????,18/01/2024 03:28,2
Nur Muhammad Saputra,"Diperluas,perkuat lagi jaringannya. Beli kuota yg 100gb jaringan kaya h+, hp 4g+ lho.",21/01/2024 10:37,2
NABIL MARVEL Yt,"Kecewa sama Im3 karena katanya mau ngasih kuota gratis setelah update scam, mana ada kuota gratis php mulu, lagian katanya kuota 1GB udah kekirim, tapi manaa!?!?!?",28/01/2024 23:28,1
Reynol Tyarles,bagus,11/01/2024 22:53,5
Nazli Hafina,Knapa makin parah yah jringan m3 ini...????,26/01/2024 12:54,1
Sam Muji,baik,21/01/2024 04:45,5
Hasan musana musana,"Aplikasi apaan sering eror,,,ga berguna giliran di butuhin ga bisa di buka,,, perbaiki aplikasinya,,, stres",14/01/2024 10:24,1
Nelangsa Over,Pulsa gua jgn sedot tolol perlu tau!,21/01/2024 15:50,4
Ahmad iqbal Mutarom,Aplikasi eror,12/01/2024 05:43,3
KO KO,Lihat bintang aja.... Sinyal tambah jelek...diperbaiki dong sinyal sini wilayah kabupaten Kendal kota semarang Jawa tengah...,11/01/2024 08:11,1
Surya Yana,"Baru kali ini beli paket pagi 3gb, malam nya tiba2 habiss,, padahal gak bnyk buka yg aneh2,, error atau apa ini,,??",30/01/2024 13:16,1
ga ada nama,??,26/01/2024 08:41,5
